label,g__Turicibacter,g__Parabacteroides,g__[Ruminococcus],g__Sutterella,f__Peptostreptococcaceae_g__,g__Ruminococcus,g__Veillonella,g__Bacteroides,g__Eggerthella,g__Faecalibacterium,g__Coprococcus,f__Lachnospiraceae_g__,g__Neisseria,g__Haemophilus,g__Blautia,f__Enterobacteriaceae_g__,g__Klebsiella,g__Dorea,g__Dialister,g__Anaerostipes,g__Phascolarctobacterium,g__Staphylococcus,g__Actinomyces,f__Gemellaceae_g__,g__Akkermansia,g__Oscillospira,o__Lactobacillales_g__,g__Adlercreutzia,g__Odoribacter,f__Clostridiaceae_g__,g__Prevotella,g__Roseburia,g__Lachnospira,o__Clostridiales_g__,g__Granulicatella,f__Erysipelotrichaceae_g__,f__Ruminococcaceae_g__,g__Clostridium,g__Streptococcus,g__Aggregatibacter,g__Fusobacterium,g__Conchiformibius,g__Bifidobacterium,g__Collinsella,g__Holdemania,g__[Eubacterium],f__Rikenellaceae_g__,g__Bilophila
s744_CD,1,264,56,1000,8,5,33,5478,14,1725,2,1209,3,211,155,210,105,59,548,1,133,1,1,1,1,39,5,1,116,9,2,17,1,178,3,125,870,2,3,14,5,3,48,1,10,4,3,1
s745_CD,1,515,304,1174,22,125,2,3776,1,3490,109,745,1,14,100,41,1,45,1,32,1,1,2,5,1,241,2,1,189,5,3744,21,4,531,1,129,236,4,10,11,1,1,20,86,9,20,701,200
s746_CD,2,674,175,3837,1,6,21,11523,12,106,3,976,1,249,31,50,1,694,1,1,146,1,2,2,1,284,8,1,2,24,25,1,1,620,4,536,95,1,24,4,8,4,10,34,3,12,1,814
s747_no,2,873,831,604,14,657,1,3207,1,839,97,889,1,1,215,8,3,111,172,26,1,1,1,10,1,103,1,1,13,2,1,1076,42,936,3,519,1175,6,1,1,5,1,85,44,5,3,134,17
s748_CD,1,1,21,2,1,1,326,5,1,2,1,2,1,271,2,1920,39,2,1,1,1,1,1,1,1,2,11,1,1,6,1,2,1,5,1,1,245,1,1,1,2432,21,1,1,1,3,1,1
s749_CD,1,2,670,2085,1,8,16,12673,13,1677,57,2489,1,4669,31,1067,1,74,2,1,63,5,4,1,1,34,2,1,233,5,5,398,1,85,1,158,59,1,1,980,102,5,1,3,7,1,341,396
s750_CD,1,728,130,510,23,1,5,5067,1,1033,12,296,1,1,122,20,1,16,9,1,1,1,1,1,1,18,2,1,1,9,2,9,5,129,1,243,24,1,3,1,7,1,2,1,1,1,1,1
s751_CD,1,422,2813,2405,3,41,2307,40775,4,35736,181,8171,6,685,109,7560,5,12,15,1,23,1,6,31,5,189,2,1,19,4,8,14,40,810,4,1669,1441,227,29,78,127,18,150,1,2,44,46,325
s752_no,1,1519,599,934,29,66,19,13485,1,3537,255,2225,1,62,1068,379,3,140,2936,1,244,8,1,1,3,403,1,1,276,3,1,471,59,1072,3,294,694,1,28,9,46,2,75,1,1,10,832,153
s753_CD,1,42,41,405,1,3,8,929,1,62,5,108,1,11,5,6,1,767,1,1,17,4,1,8,1,55,116,1,1,1,1,1,1,83,18,18,23,1,18,2,2,1,3,3,4,1,3,81
s754_CD,1,1,266,281,32,293,9,13919,3,2386,68,511,7,18,167,2,1,38,869,1,1,1,3,4,2090,217,1,1,1,16,1,18,307,343,1,55,757,16,4,3,4,1,1,2,1,38,1,1
s755_CD,2,412,11,10,2,1,1720,38811,12,8202,1,1311,43,7259,7,16143,36,5,230,1,1,2,4,57,3,29,3,1,2,3,4,5,2,65,17,79,1191,1,52,77,36729,4,2,1,1,2,68,1
s756_CD,1,719,456,1021,20,1,110,9943,3,6617,35,1155,13,115,270,299,4,256,673,1,1,2,1,6,651,77,1,1,1,5,1,51,1,61,3,22,430,1,39,10,28,1,14,1,1,7,1,1
s757_CD,1,1,772,78,22,654,2,2747,22,1070,2,491,1,1,2056,190,1,171,552,1,1,1,3,1,1,71,1,38,1,34,1,641,1,514,1,78,316,126,919,1,1,1,1083,94,7,11,55,1
s758_CD,1,4,769,946,163,70,2,4418,62,47,554,1552,1,4,689,105,1,258,1118,93,1,1,1,1,2,161,2,1,1,15,3,796,1,1784,4,64,453,22,23,1,1,1,1,1,15,151,2,1
s759_CD,1,2,855,1313,1,9,2,7172,2,2,459,1277,1,1,1125,1,1,386,1,1,654,1,3,1,1,9,1,1,1,1,1,5,114,597,1,117,350,1,9,1,1,1,643,1,1,7,1,1
s760_CD,1,1576,219,84,44,329,2,5081,54,3957,267,1152,2,22,465,6,1,53,1,34,1,1,2,1,1,185,1,53,1,6,1,448,346,1695,3,174,1085,202,229,1,1,1,166,1,15,14,1,1
s761_CD,1,37,179,137,8,25,1,1995,1,947,62,268,2,6,430,1,1,47,2,13,48,1,1,1,95,28,1,7,10,5,1,122,22,109,1,188,393,95,14,1,1,1,6,8,3,1,167,13
s762_CD,1,1059,443,449,68,3455,1,3784,20,415,75,492,1,1,459,31,1,19,1722,99,64,1,1,1,620,325,2,54,44,28,2,38,12,447,1,418,1147,2,29,1,3,1,772,7,9,24,1338,211
s763_CD,1,894,813,885,133,203,3,7611,1,8577,53,1885,2,33,11,36567,173,178,84,1,2,1,1,1,31,2,3251,1,124,117,5,4,4,86,153,426,812,167,2,10,12,3,184,1,1,2,309,11
s764_no,1,566,93,364,111,92,25,4747,1,2304,226,613,2,175,281,45,1,54,1372,51,1,1,1,1,483,227,3,1,63,27,4978,116,49,879,1,31,1136,12,125,24,64,1,86,1,1,1,450,44
s765_CD,1,1347,154,1052,37,144,1,4113,1,897,409,1367,1,32,302,531,1,182,1695,1,109,14,1,39,1,229,1,1,1,31,2461,53,24,1943,3,733,647,5,10,50,3,1,134,103,3,6,1,1
s766_no,14,114,311,140,298,3,7,3674,1,1638,38,162,1,9688,49,4300,3,44,238,1,3,2,1,1,7,1,5,1,2,63,7,4,4,34,1,13,529,1,1,1041,18,1,95,1,1,1,8,74
s767_CD,1,6,78,5313,199,40,840,5110,1,563,2,18,1,17598,4,50,1,2,196,1,1,1,1,25,4,1,4,1,1,37,6,3,2,72,45,3,89,3,387,1550,12503,1,2,2,1,1,2,4
s768_CD,1,1589,623,1171,37,184,24,7061,1,4716,1206,2176,1,131,396,10,1,259,2,21,1,1,41,1,5,309,1,1,1,7,7886,3138,758,1288,30,1310,5919,60,122,5,3,1,40,55,1,1,170,27
s769_CD,1,7,3,5,1,1,1,49,1,11,1,9,1,6,10,35,212,13,50,1,2,1,1,1,1,1,14914,1,1,2,3,4,1,5,9,3,6,1,1,1,174,1,2,2,1,1,1,1
s770_no,1,19,1166,15,26,10,12,18591,16,2374,681,3853,11,65,792,1612,1,68,1,18,3,2,5,1,1,146,1,1,8,3,2,22,36,1754,4,2120,1166,1,10,4,20,1,1133,1,25,54,15,3
s771_no,5,884,92,1715,50,3,26,13173,1,3553,123,835,1,690,241,106,1,52,657,16,48,7,1,1,2233,318,1,2,1260,30,2867,42,53,878,6,63,2086,45,99,1,3,1,10,5,13,1,4535,176
s772_CD,1,205,1445,3251,20,25,6,19681,1,311,140,3273,5,503,85,538,1,92,10,1,6,1,5,3,1,24,1,1,5,1,2,9,2,498,3,2817,486,3,14,115,23,1,131,24,1,13,27,1
s773_no,1,10,1082,14,8,5,3,14599,19,1665,319,2591,1,20,648,1205,1,48,2,6,1,1,9,1,2,89,1,1,1,5,3,16,22,1092,2,2115,766,2,10,4,8,1,1280,1,32,47,5,6
s774_no,1,591,40,1,2,2,2,8018,3,3202,174,2029,1,9,135,107,2,60,1,4,329,1,1,1,2,274,1,1,1,1,4757,468,182,865,1,381,552,17,4,1,2,1,3,18,21,4,1522,194
s775_CD,1,1235,206,1761,1,274,9,9894,1,6925,63,2009,1,43,197,15,1,188,1057,53,1,1,1,1,11530,489,1,1,2562,2,1169,118,55,1748,4,304,1142,9,25,2,4,1,7,1,13,5,4410,78
s776_CD,1,24,6926,2248,14,9,143,8433,81,8443,65,1967,1,1619,301,1065,1,760,4,2,37,1,1,1,2,558,1,1,1,4,6,4,1,700,4,504,220,1,1,10,110,15,5,1,16,5,46,6
s777_CD,1,729,195,714,24,1,27,8277,1,1690,93,1419,4,531,637,1647,1,232,1,6,56,1,1,1,1,61,1,1,218,13,1,167,79,306,1,78,363,1,7,9,4,1,1,1,3,1,916,13
s778_CD,1,207,170,1145,1,16,4,12517,10,2599,37,1562,1,7,549,91,1,77,142,5,2,2,1,3,3,278,1,10,385,3,5,5,45,486,1,138,1206,4,20,2,15,2,3,9,25,10,767,79
s779_CD,1,328,2688,3611,1,64,4,11650,19,1544,113,2452,1,1108,477,9,1,101,3,1,248,1,1,1,1,309,1,1,1,1,1,166,71,312,1,2,312,1,4,6,2,4,1,1,24,66,622,520
s780_CD,1,73,6181,1321,1,33,197,8318,2,2850,82,490,1,71,121,10501,3,589,41,1,1,1,3,1,2,3,32,1,1,109,4,168,1,11,1,226,273,1,1,2,34,1,34,1,2,25,3,141
s781_CD,1,510,844,551,30,302,33,8387,24,1385,385,2053,1,89,1099,287,3,498,1,1,1,1,5,1,2,255,1,1,145,41,1,676,184,767,3,574,521,20,11,1,1,1,58,2,6,80,324,146
s782_CD,1,20,179,219,1,12,11,1082,1,269,2,52,1,12,10,18816,3,357,10,1,2,1,10,1,1,2,4,1,1,1,2,10,1,11,1,28,20,1,3,2,3,1,7,1,1,7,6,1
s783_CD,1,157,893,2527,112,3,2,7636,1,2516,46,1212,1,61,40,477,1,137,2,1,1,1,4,10,4,1,1,1,1,19,586,29,1,123,1,176,267,1,2,14,355,3,2,26,1,3,57,336
s784_CD,1,116,858,2218,23,4,2,13763,17,23,159,1489,1,7,215,2104,1,74,5,1,11,3,5,1,1,93,1,1,1,4,2,2,1,362,2,364,52,482,5,1,1,1,2,1,36,464,3,1
s785_CD,1,72,256,81,16,4,26,9753,1,32,76,113,7,6090,11,3063,2,55,2,1,1,1,1,23,2,1,1,1,1,11,3,68,4,232,5,80,49,1,123,15,23,1,2,1,1,4,5,1
s786_no,1,4112,1345,1589,240,391,10,18001,1,3094,284,4702,2,64,1019,242,3,255,25,124,594,1,1,6,1098,223,2,3,156,80,12547,581,36,2238,1,283,2067,63,14,8,11,1,478,17,64,20,1523,113
s787_no,1,17,3429,21,8,1022,4,17194,9,931,409,3333,1,136,1318,113,5,106,359,27,1,1,1,8,1,227,1,9,222,1,2,347,7,3537,29,659,1343,1,18,2,11,1,7,4,56,659,939,3
s788_no,1,1036,927,2241,14,9,1,34457,26,2703,2015,3626,1,20,1176,50,1,44,9,10,349,11,1,4,3,100,1,1,96,4,2,505,74,164,3,207,1248,17,16,3,11,1,84,1,9,21,479,137
s789_CD,1,5,681,5,6,6,319,6284,1,3677,13,712,1,5862,101,10808,1,1,2,2,1,1,2,1,3,1,1,1,1,1161,3,38,2,142,1,314,142,427,61,134,102,3,22,1,1,2,2,1
s790_CD,1,2,861,2,250,8,238,10456,7,479,14,2042,2,549,137,1876,6,210,4,1,2,1,5,1,1,1,1,1,1,212,979,7,1,2,2,42,1069,1,3,3,1046,20,1,1,1,1,1,1
s791_no,1,412,411,1030,14,8,4,18335,4,828,80,1658,2,31,417,1819,2,13,1,1,1,1,1,14,10,93,1,1,2,25,2,173,1,1268,4,157,143,1,23,1,4,1,16,1,34,31,820,60
s792_CD,1,47,660,3078,4,13,29,8267,16,5949,148,2426,1,129,204,12,1,651,20,1,33,1,1,1,4,69,1,1,27,1,1,12,1,599,1,375,786,1,1,1,159,149,1,1,10,17,20,308
s793_no,1,740,746,1455,55,365,10,10838,5,1995,92,1357,1,76,1742,618,9,71,2,48,364,1,1,1,20,244,1,17,193,12,2,770,252,1014,1,277,1309,90,36,2,57,2,11,49,20,22,2006,163
s794_no,25,1051,77,404,32,1,6,8146,1,4491,156,1605,1,111,196,420,1,43,2,1,327,1,1,1,1,115,1,1,21,8,12648,650,290,1005,1,267,729,2,19,94,6,4,17,3,8,1,112,19
s795_no,1,408,669,237,1,8,1,8056,1,904,6,599,1,4,80,1275,1,18,1,1,34,1,5,1,1,13,1,1,1,39,2,1,5,111,1,7,21,4,1,1,3,1,4,4,4,8,1,20
s796_no,1,578,142,490,6,11,1,13383,1,516,30,253,1,37,71,9348,2,48,9,1,3,1,1,2,1,7,1,1,4,2,3,130,1,64,5,541,42,1,12,1,5,1,14,7,2,16,25,23
s797_CD,1,3431,709,5325,76,82,743,43779,19,2721,167,5759,2,314,610,512,1,74,306,1,2,1,1,8,2,198,3,1,181,11,4,1207,32,1866,5,628,1423,5,37,9,10,1,383,3,1,86,950,319
s798_CD,1,257,576,6135,3,20,88,11713,22,3811,7,1361,1,102,69,3728,3,477,17,3,30,1,4,41,480,113,1,1,333,2,2,48,15,261,2,105,428,7,18,25,1642,37,3,26,5,1,485,699
s799_CD,1,652,328,1002,1,35,2,10766,1,1461,16,1199,1,8,9,1215,1,93,4,4,1,1,1,1,1,368,1,1,416,1,91,35,14,485,1,77,319,2,2,3014,46,1,4,18,10,2,529,207
s800_no,2,3625,1249,5840,83,21,16,18123,9,1444,70,1715,1,10,271,900,3,261,3,1,1,1,5,5,2,78,1,1,2,41,422,30,1,380,6,854,255,31,25,2,5,1,315,389,1,20,31,106
s801_CD,1,834,463,1274,8,5,4,13164,1,2363,21,1673,1,66,39,43,1,184,958,1,35,1,2,94,1,520,1,1,415,3,1,36,1,241,1,115,407,11,4,2,149,2,38,17,22,9,277,132
s802_CD,1,4,1138,4,3,24,97,11475,20,2337,133,3745,16,2652,716,16,1,1279,1,1,209,1,2,1,1,59,1,1,2,1,2,82,1,509,7,133,412,1,77,2,165,1,3,1,19,672,96,285
s803_CD,1,1345,133,1618,7,7,42,10906,7,923,2,814,1,22,185,92,1,169,154,1,1,1,1,1,1,93,1,1,1,3,1,503,1,3,1,54,101,17,19,6,55,1,7,1,19,10,2,151
s804_CD,1,1079,1074,100,88,898,1,13151,3,6263,180,2264,1,1922,1054,51,1,155,1,37,1,1,1,1,1,271,2,7,409,5,4,763,286,1117,1,1072,1294,35,5,61,4,3,108,14,37,18,548,1
s805_CD,1,291,273,383,1,1,212,6798,1,107,7,396,1,175,27,892,3,164,266,1,67,1,1,1,1,123,1,1,25,1,1,64,1,41,1,4,166,1,8,1,3762,1,1,1,21,1,119,13
s806_CD,1,816,199,1378,2,10,7,12544,4,183,10,996,1,91,157,1717,1,37,1,1,235,1,1,1,1,82,1,1,140,1,1,338,1,125,1,81,211,1,3,3,582,1,7,4,13,3,389,40
s807_CD,1,998,128,467,2,2,1,13860,1,541,26,266,1,7,51,48,3,41,28,1,1,1,1,1,1,391,1,1,285,1,1,5,1,403,1,2,169,1,3,1,2,1,1,3,17,7,1217,22
s808_CD,1,22,850,2512,2,6,9,12126,5,886,69,3357,1,3265,65,984,3,90,2,1,66,1,1,2,1,30,1,1,198,2,13,612,1,110,1,251,123,3,4,623,59,1,1,8,3,6,363,273
s809_CD,1,1,1988,20,195,52,135,23,143,2864,4,1749,1,1,6462,89,2,2637,213,1,1,2,9,1,1,17,9,341,1,145,3,707,53,298,2,797,498,53,2053,1,1,1,3658,2,9,484,1,164
s810_CD,1,353,2044,103,535,4085,11,2359,65,4592,861,3145,1,3,5889,19,1,126,13526,1,1,1,7,4,1,239,1,200,15,409,1,332,1,2420,2,29,10809,1371,342,5,1,1,7,3000,1,28,485,168
s811_CD,1,4,27867,2,3589,7,48,704,89,4,324,9777,1,4,42,15443,220,8,3440,2,1,1,21,36,2,40,215,1,1,562,2,9,3,31,35,4141,90,3,151,1,13,1,9,6,1,7367,2,1
s812_CD,1,1170,8113,1313,181,221,3,6557,143,3,8,1750,1,2,9,190,8,2085,12816,1,1,2,5,3,2,720,1,1,27,35,225,6,3,5924,1,352,530,3,40,1,2187,1,2,7375,43,458,2,1
s813_CD,1,3718,5849,1,809,282,5,16,1,10,1,4905,1,3,9362,3060,4,3392,299,1,3,1,42,5,1,340,124,1,1,155,768,1027,1,1703,15,1230,326,1,1281,1,269,1,6,2,1,1595,2,1
s814_CD,32,1,2111,10,979,3170,82,1060,75,5,736,5060,1,65,2527,7303,2,148,17722,1,2,2,6,3,15,191,6,1,1,189,1,508,17,11062,10,683,5276,376,171,1,38,1,18,1,264,485,4,418
s815_CD,1,7530,1438,768,1,396,71,16974,51,885,15,929,1,2,770,884,1,1201,12,1,1,1,1,4,7,1751,1,1,1,2,1,4,2,307,1,21,3411,5,127,1,37,1,2461,1158,1,29,678,236
s816_CD,1,7,55,4,152,60,417,2571,1,6,5,1081,1,2,19,19018,9,201,12,2,1,1,13,1,2,20,508,1,1,681,2,3,1,1359,15,5796,6261,3,2541,1,3,1,4,1,1,1282,3,1
s817_CD,1,1,76,1,7,282,1,917,15,1217,48,1138,1,4,1104,7,1,4,321,1,1,34,274,4,1,48,16017,2,1,2,1,58,5,134,19,270,623,183,457,1,2,1,65,2,7,4,1,1
s818_CD,1,758,250,2279,125,10,58,5764,21,3,29,1847,1,1,505,164,1,40,5,1,1132,1,5,2,2,52,5,84,1,22,1,141,87,2078,2,9,420,5,27,2,1,1,11,241,1,6,518,70
s819_CD,2,705,491,1,6,33,285,2329,1,3,251,639,1,1,449,3,1,337,3,1,1,7,1,3,1,410,18,1,1,1,1,17,1,379,5,10,328,2,54,1,2,1,1383,1,1,112,2,1
s820_CD,1,1,279,20,96,8,256,1,1,1,24,1018,1,2,664,657,2,32,4,1,1,1,3,2,1,20,2,1,1,15,1,219,1,693,3,7,34,5,84,1,147,1,8,1,1,12,1,1
s821_no,1,1,313,59,15,1,21,20444,18,1177,29,1732,2,61,779,101,2,60,53,1,16,1,1,1,2,411,1,1,1,1,5,158,1,207,1,285,1001,1,29,2,1,1,24,1,39,7,1673,166
s822_CD,1,1,275,2,1,25,1,17597,1,3,245,829,1,3,772,15,1,290,4,1,1,4,1,1,2,72,1,1,1,4,7,3,1,17,1,16,24,2,29,1,2,1,1,1,2,2,2,1
s823_no,2,328,132,147,1,167,8,4752,1,792,62,623,1,179,120,6,1,15,1,26,103,1,1,2,1,195,2,1,83,3,4,116,7,604,1,1,604,8,1,1,1,1,1,1,1,1,570,153
s824_CD,1,219,537,676,568,2,52,4138,1,1240,28,1023,1,1053,333,18622,1,114,11,1,26,18,2,27,137,247,1,1,2,238,2,3,1,303,32,177,238,1,139,55,28,1,49,7,2,33,46,13
s825_CD,1,3,5777,1,578,4,511,601,1,8,4,11,1,1,17,7897,7,1561,7,1,1,3,5,1,2,2,4,1,1,114,1,2,3,11,1,224,3,58,63,1,2,1,6,31,1,2,1,1
s826_CD,1,267,130,191,1,1,12,1995,1,717,11,217,1,17,40,57,1,46,130,1,1,1,1,1,125,1,1,1,1,2,2,2,1,8,1,29,109,1,1,1,1,1,1,1,1,1,1,16
s827_CD,1,835,6038,212,2254,7,498,4857,26,3,2,1076,1,1739,61,2680,1,3,1001,1,1,26,2,9,1,74,1,1,1,399,1,1,3,9,8,113,997,285,902,1,7,9,491,1,1,21,2,2
s828_no,1,84,1855,2,4,1,86,2719,1,813,3,314,1,502,22,85,3,26,1,1,1,1,2,1,1,2,1,1,1,3,1,70,1,395,1,66,96,1,87,1,2,22,2,1,1,145,1,108
s829_no,22,19,165,2,143,1,3,5247,11,604,25,178,1,27,54,6,1,15,81,1,1,1,11,1,2,1,1,1,1,159,1,10,42,912,1,100,100,1,34,1,69,1,359,1,1,255,99,2
s830_CD,1,3,482,1,2,1,352,13773,1,304,4,3053,1,202,4,7725,1,1596,2,1,2,1,1,2,2,2,1,1,1,4,6,2,1,18,1,178,287,2,11,68,9185,263,3,1,1,2,3,1
s831_CD,1,25,46,385,1,5,7,3283,1,1434,32,531,1,43,82,1,1,8,44,1,1,1,2,2,1,160,1,1,27,1,1,1,5,123,1,20,728,1,10,1,3,1,4,1,24,2,430,160
s832_no,1,1206,123,648,15,3,6,5664,1,2690,170,656,7,41,96,17,1,54,3,79,1,18,2,8,88,64,1,1,2,6,202,312,77,381,1,57,222,19,42,1,3,1,1,81,18,1,5,31
s833_no,1,990,658,790,2,946,19,13387,1,3022,148,1898,7,28,1411,23,2,5,3,1,871,1,40,11,19016,441,1,15,184,2,1,147,8,2073,126,143,671,3,132,2,25,1,655,1,12,45,1393,137
s834_CD,1,343,819,296,15,41,33,8609,2,1731,89,2631,22,409,530,5508,106,191,596,1,1,1,36,23,1,227,30,1,35,4,14,2425,7,1326,5,491,471,15,105,82,369,10,168,105,1,77,44,257
s835_no,17,1854,956,544,73,145,22,12817,5,3086,51,1491,7,113,1265,283,2,27,2,59,265,6,3,35,29,103,1,1,43,152,2176,1458,2,703,6,339,599,9,88,33,10,2,196,2,16,31,420,2
s836_no,1,2,631,18,2,80,4,954,3,5026,2,693,1,4,24,2178,3,22,3,1,1,4,1,1,1,7,16,1,1,2,1,165,46,12,1,577,290,1,984,8,2,1,55,1,1,33,3,2
s837_no,14,219,57,184,18,50,20,2425,1,512,65,383,1,108,165,22,1,29,417,28,1,5,1,6,170,26,1,1,30,16,2112,18,15,328,1,6,414,1,63,8,25,1,41,15,1,1,275,15
s838_no,1,175,123,866,2,25,11,8272,1,1268,82,746,8,76,49,1685,1,91,19,1,22,1,5,16,158,17,1,1,16,1,75,114,80,243,25,68,105,2,50,2,28,2,41,47,4,1,83,67
s839_CD,1,467,159,2616,1,45,3,7882,1,1976,92,919,1,13,88,27,1,77,66,1,17,1,1,7,1023,316,2,1,251,1,6,66,39,442,21,26,479,7,35,1,84,1,110,1,15,4,451,102
s840_CD,1,3350,1084,2082,20,855,16,21205,9,219,774,10809,4,43,676,118,2,82,4307,1,1,2,1,2,2,816,1,1,1083,15,5,4236,58,2106,3,362,2514,13,28,5,18,2,4,1,218,664,6320,318
s841_no,1,24,887,22,15,3,19,32224,7,8455,1279,948,1,67,237,5317,2,321,8,1,4,3,2,1,6,116,3,2,3,693,4,522,19,535,5,2475,447,2,15,2,81,1,4,1,2,180,5,1
s842_CD,1,2193,310,4066,3,302,21,13749,1,4334,426,2461,2,182,434,465,2,119,5,30,2,1,4,1,4,1077,1,1,1224,6,14510,281,98,3630,3,170,2925,18,21,4,10,1,1,1,78,17,241,575
s843_no,10,6004,373,1554,24,189,13,38327,11,8959,239,2303,1,43,392,26,4,162,1723,10,6,2,2,1,5,473,1,5,618,7,7,413,64,1092,3,524,2243,34,24,4,7,1,111,1,114,70,2679,7
s844_CD,1,73,46,612,3,1,7,6660,1,822,25,1220,1,50,42,7,3,26,88,1,1,38,1,1,1,187,1,3,87,1,3,16,9,149,1,78,484,1,9,6,29,1,1,1,8,1,599,108
s845_CD,1,1515,3321,7340,24,77,95,37172,26,5702,816,3694,1,107,493,558,3,168,1,10,680,4,1,1,3,493,1,9,182,10,6,152,3,941,1,539,1628,4,19,4,113,1,9,2,38,8,1158,1950
s846_CD,1,480,99,330,10811,34,57,2434,1,1481,39,577,1,50,73,33,1,57,340,14,33,12,9,6,10,16,1,1,7,146,2272,243,4,883,6,93,322,1,203,1,2,1,52,1,3,4,43,49
s847_CD,1,1373,132,914,6,432,9,22166,1,1465,21,1072,1,26,223,14,1,271,382,8,110,4,1,1,2,641,1,1,1,1,1,110,28,169,1,111,595,1,1,4,1,1,100,11,9,1,500,197
s848_no,1,3,809,1,164,44,1,21,46,2857,174,1631,1,2,942,244,1,279,62,1,1,13,2,1,1,97,1,1,1,18,1,3011,42,1859,1,141,493,1,4,3,15,1,212,1,1,554,3611,1
s849_no,1,1195,368,79,112,415,1,7864,1,2443,151,2020,1,18,696,510,1,165,142,5,53,1,1,1,1,97,21,22,88,11,5,215,87,2633,1,79,754,33,35,1,1,1,12,25,10,1,1585,196
s850_no,1,817,1638,553,53,7,10,16857,18,4050,480,2150,1,41,613,3703,1,289,1,1,102,1,5,7,1,50,1,1,2,221,1,87,892,589,7,354,433,24,43,7,37,5,10,1,36,22,342,73
s851_no,18,307,265,505,480,395,5,12605,1,1543,199,2779,1,110,801,19,1,119,1,62,1,1,1,1,2,113,1,1,27,20,2,1059,39,2601,1,311,464,21,60,1,1,1,1,26,9,5,503,224
s852_no,16,648,84,663,65,58,7,2870,1,676,34,248,1,6,174,120,1,36,1,10,1,1,3,1,19,57,7,1,53,3,52,85,3,286,1,10,170,1,1,1,3,1,2,34,1,8,208,47
s853_no,52,386,179,1056,280,230,1,12340,1,1453,154,1976,1,107,423,6,1,90,1,50,1,1,1,1,1,62,1,1,20,8,1,709,49,1924,1,237,476,16,66,1,1,1,1,12,18,1,727,200
s854_no,1,1125,351,153,69,133,7,4773,1,748,12,555,1,54,167,744,1,5,1,68,69,1,1,1,1,74,1,1,1,9,1,810,1,759,1,59,336,131,1,1,1,1,1,3,13,10,639,135
s855_no,1,14,2918,22,443,30,148,123,1,14,53,2948,1,30,313,11390,1,416,2,2,60,3,1,1,2,4,126,1,1,923,3,1022,5,5900,7,3566,264,1071,25,1,654,2,4,1,1,257,1,1
s856_no,1,402,476,7,72,25,206,4545,1,9872,35,1365,1,321,11,30,1,129,26,1,1,1,1,7,1,27,1,1,1,8,1,101,1743,580,1,1272,294,1,8,35,429,10,52,23,1,1,2,1
s857_no,1,3457,649,4189,1,6,3,22462,1,440,248,4738,1,9,536,977,1,151,6,1,9,1,1,1,1,91,1,1,10,2,1,1306,1,658,1,2561,281,3,4,1,2,1,106,14,1,1,53,9
s858_no,3,16168,442,2923,79,746,3,16674,4,6816,230,2066,1,13,1030,14,1,113,1,165,642,1,1,1,1,264,1,1,239,10,1,514,485,1329,1,314,952,135,13,2,1,1,176,4,59,12,3274,406
s859_no,1,327,474,859,23,43,129,13852,1,154,61,1357,1,605,92,2232,1,75,433,13,1,1,1,1,1,22,11,1,7,2,1312,112,135,1904,1,375,244,1,28,5,3092,1,71,1,26,42,3,22
s860_no,1,1,40,2,1,1,1,53,1,36,1,3,1,87,54,5409,1,13,1,1,1,28,1,39,1,1,1,1,1,1,1,1,1,24,1,1,1,1,81,23,1,1,29,1,1,1,1,1
s861_no,1,4,1033,1,87,3,69,20635,14,923,111,2548,1,528,2564,131,1,105,1,1,189,1,1,1,1,121,1,1,1,14,1,3,11,402,1,239,439,1,11,1,2,1,160,1,12,204,26,1
s862_no,1,731,326,930,11,2,4,23763,1,778,373,2723,1,5885,296,4,1,160,2,1,1,1,1,1,1,199,1,1,222,2,6,2644,3,676,1,114,308,1,5,1,9,1,1,1,19,30,505,52
s863_no,1,176,442,1,14,29,7,14934,3,1527,33,635,1,424,413,314,1,73,1,1,141,5,1,2,1,26,1,1,142,2,3,531,12,356,7,96,139,14,1,34,269,56,4,5,26,9,70,172
s864_no,1,196,3996,17,28,12,67,13207,5,2678,36,2022,4,29,49,18,1,75,1,1,133,1,1,8,10,98,1,1,1,2,2,249,23,1414,3,3565,904,1,1,8,296,1,60,11,19,176,10,220
s865_no,1,4464,1223,528,4,17,219,2101,41,976,1,858,20,5602,65,2877,1,5,396,1,6,1,7,1,1,71,1,1,4,1,4,31,1,322,4,334,444,1,19,240,5901,236,9,1,1,9,221,448
s866_CD,1,1397,3238,213,170,2917,4,3278,103,5,475,1501,1,2,1011,299,2,2798,2323,1,1,1,2,5,3,1051,1,1,1,25,1,4,1,51,10,649,916,2,1041,1,1,1,810,3,1,414,336,1
s867_no,1,79,1030,1,4,4,21,5922,3,1323,8,556,1,40,5,6,1,23,2,1,40,1,1,1,1,38,1,1,3,2,2,108,11,428,1,651,377,1,3,16,218,2,101,9,1,80,1,205
s868_CD,1,25,313,2,1,7,3,9856,1,2358,21,418,1,1,14,115,1,19,3,1,38,1,3,1,22,16,1,1,1,1,1,8,1,133,1,111,109,1,2,1,1,12,19,11,11,5,43,214
s869_CD,1,1539,1597,5412,1,2,28,27642,1,8416,13,607,1,2136,91,4303,99,8,4,1,26,1,1,67,9,2,61,1,1,2,6,4,3,107,1,868,1178,2,210,96,71,1,2,1,1,58,3,6
